Unique Authors
Lauren Morrill
Aleksandr Griboyedov
Александр Сергеевич Грибоедов
Howard Dully
Charles Fleming
José Emilio Pacheco
Emery Lord
Ilsa MaddenMills
Alice LaPlante
Brigid Kemmerer
Dan Abnett
Max Frisch
Lawrence Ferlinghetti
Mary Hoffman
Christopher Buckley
Shauna Niequist
Sally Fallon Morell
Abigail Haas
Abby McDonald
Malvina G. Vogel
Adam M. Grant
Maria Dahvana Headley
Grady Hendrix
Michael Rogalski
Hugh Ambrose
Terry Ryan
Inga Muscio
Betty Dodson
Yukio Mishima
John Nathan
Deeanne Gist
Peter Matthiessen
Terri Blackstock
John Rawls
Oscar Hijuelos
Ben Okri
Miles  Cameron
Ian Mortimer
Peggy Orenstein
Marcelo Pen
Amazing Améziane
Regina Silveira
Harald Sachse
Golo Mann
Irving Howe
Raymond Williams
Martha C. Nussbaum
Bernard Crick
George Packer
Boris Grabnar
Celâl Üster
Celâl Üstüner
Peter Škerl
Francis Ledoux
Maria Skibniewska
กอบชลี และ กันเกรา
Alfredo Crespo
V. Churginaitė
Mary Wollstonecraft Shelley
Percy Bysshe Shelley
Maurice Hindle
William Paul Young
Mary Ann Shaffer
Annie Barrows
Daniel Keyes
Randy Pausch
Jeffrey Zaslow
Scott ODell
Guy Abadia
زهره افتخاری
Rod Bradbury
Jessica Knoll
Lena Dunham
Joana Avillez
Richard P. Feynman
Микола Климчук
Robert Kapilow
Jim Kay
Siobhan Dowd
Herman Koch
Sam Garrett
Better Homes and Gardens
John D. Rateliff
Olive Ann Burns
Adam Mansbach
Ricardo Cortés
Peggy Parish
Fritz Siebel
Ben Sherwood
Sue Miller
Noah Hawley
Nancy E. Turner
Emma Straub
Dave    Stewart
Reza Aslan
Stormie Omartian
Jelena Bojić
Laura   Martin
Alfred J. MacAdam
Johnny Kansas
Stephanie Stehling
Heather McDonald
Roy Handler
Brad Wollack
Amber Mazzola
Josh Wolf
Shoshanna Handler
Eva Magdalenski
Amy Meyer
Glen Handler
Dave Mallow
Sarah Colonna
Jerry I. Porras
Danusia Stok
Peter Kenny
David Sheff
Barbara Demick
Katja Millay
Ian Edginton
I.N.J. Culbard
Sheila Burnford
Gene Zion
Margaret Bloy Graham
Amy Sedaris
W. Chan Kim
Renée Mauborgne
Robert Lopshire
Giada De Laurentiis
Quentin Bacon
Therese Anne Fowler
Caroline Kepnes
Gwyn Hyman Rubio
Claire North
Shirley Kubo
Elizabeth Peters
Soman Chainani
Iacopo Bruno
Gerry OBrien
Clifford E. Landers
Cary Elwes
Joe Layden
Rob Reiner
Sherry Argov
Mollie Katzen
Richard H. Thaler
Cass R. Sunstein
Thomas Rockwell
Rory Freedman
Kim Barnouin
Joanna Cole
Bruce Degen
Tommy Patterson
Adrian Conan Doyle
John Dickson Carr
Elizabeth  Smart
Chris Stewart
K. Bromberg
Jennifer  McMahon
Pamela Druckerman
Lee Goldberg
Gilly Macmillan
Shunryu Suzuki
Trudy Dixon
Huston Smith
Richard Baker
K.G. Campbell
Barbara Shook Hazen
Robert Lewis May
Richard Scarry
Sloane Crosley
Haven Kimmel
A.L. Singer
Anna Dewdney
Al Franken
Leah Remini
Rebecca Paley
Edith Hahn Beer
Susan Dworkin
Mary Peiffer
Plum Sykes
Teddy Slater
Ron Dias
Ric González
Bill Langley
Jack Weatherford
Jonathan Davis
Joanne Fluke
Bill Dedman
Paul Clark Newell Jr.
Brett Booth
Joyce Maynard
Michele Wrightson
Bob McCabe
Kathleen Tessaro
Gabrielle Hamilton
Theo LeSieg
Roy McKie
Brynne Stephens
Lela Dowling
Cynthia Martin
Mary McGarry Morris
William  Davis
Adam Hochschild
Kanoko Sakurakouji
Pancha Diaz
Jennifer Close
Chris Guillebeau
Odile Demange
JeanPaul Mourlon
Mark Teague
Stan Berenstain
Jan Berenstain
H.W. Janson
Anthony F. Janson
Cristina Henríquez
Henry T. Blackaby
Claude V. King
Richard Blackaby
Marybeth Mayhew Whalen
Ruud van der Rol
Rian Verhoeven
Tony   Langham
Plym Peters
Daisy Goodwin
Donald J. Sobol
Ronald H. Balson
Rachael Ray
David McRaney
Dawn J. Ranck
Phyllis Pellman Good
Megan Miranda
Justine Korman Fontes
John Layman
Rob Guillory
Chris   Smith
Christopher  Lee
Richard Taylor
Caroline Myss
Beatriz Williams
Judy Schachner
Matthew  Thomas
Donna Murphy
George Stade
Richard Fusco
Barry Schwartz
Alexander Osterwalder
Yves Pigneur
Ann McGovern
Winslow Pinney Pels
Bill Buford
Donald O. Clifton
Chris Anderson
Jude Fisher
Guy Kawasaki
Syd Hoff
Raymond Verdaguer
Mónica Naranjo Uribe
Eileen Christelow
Holly Madison
Andre Braugher
Zach Grenier
Enid Bagnold
Eleanor Estes
Louis Slobodkin
Glennon Doyle Melton
Glennon Doyle
Denise Grover Swank
Marshall Karp
Timur Vermes
Tawni ODell
Harry Bliss
Shaunti Feldhahn
Kyousuke Motomi
Beverly Lewis
Sonia Sotomayor
Alan Cumming
D.M. Pulley
Roy Thomas
Paul Tough
Marcus Sakey
Camille Pagán
Caroline Preston
Brad Stone
Larry Bossidy
Ram Charan
Charles Burck
Simon Wood
Steve Hockensmith
Patrick Arrasmith
Robert Masello
Paul Beatty
Jenna Miscavige Hill
Penn Jillette
Diane Muldrow
J.P. Miller
John Heilemann
Mark Halperin
Jun Mochizuki
Ben Horowitz
Jane OConnor
Robin Preiss Glasser
Melody Beattie
Melinda Long
Lily Koppel
Frank B. Gilbreth Jr.
Ernestine Gilbreth Carey
Tim Seeley
Hugo Petrus
Heidi W. Durrow
Scott  Meyer
Laline Paull
Ann Leary
Jillian Dodd
Kate Alcott
Sarah Simblet
Michelle Knight
Michelle Burford
Travis Moore
Michael Halbleib
Grace Ellis
Shannon Watters
Brooklyn Allen
Maarta Laiho
Aubrey Aiese
Elaine N. Aron
Jeff Hobbs
Gigi Levangie Grazer
Erika Swyler
Frederick Franck
Helen Oyeyemi
Peter M. Senge
Diane Arbus
Stan Grossfeld
Doon Arbus
Marvin Israel
Leo Lionni
Harvey Karp
James   McBride
Marshall Goldsmith
Mark Reiter
Zane
Anne Rivers Siddons
Frank De Felitta
Amy Ewing
Małgorzata MasełkoSwędrak
Sheri  Fink
Carrie Brownstein
Pearl Cleage
The Arbinger Institute
James Francis Cameron
Rachel Dratch
محمد السالم
Ben Mikaelsen
Deborah Feldman
Katalin Getto
Ellen Titlebaum
Anton DiSclafani
Willard F. Harley Jr.
Eric Litwin
James Dean
Maura McEvoy
Allison Pearson
Carol Tavris
Elliot Aronson
T.R. Ragan
Gina Mayer
Geoffrey A. Moore
Regis McKenna
Stephen M.R. Covey
Rebecca Solnit
Alfred Uhry
Cherise Sinclair
Taylor Jenkins Reid
Peter Snejbjerg
Gina L. Maxwell
Jim Gaffigan
Ian Doescher
Catherine McKenzie
Linda Medley
Harriet Lerner
Burton G. Malkiel
Claire Huchet Bishop
Jami Attenberg
Elmore Leonard
Ori Brafman
Rom Brafman
Jill Mansell
Kurtis J. Wiebe
Roc Upchurch
Edan Lepucki
Jennifer Chiaverini
Martin Pistorius
Megan Lloyd Davies
L.A. Fiore
A. Michael Matin
Laura McHugh
Nick Offerman
Lucretius
Omar Khayyám
David Hume
James Boswell
Leslie Stephen
Anatole France
Emma Goldman
Carl Van Doren
John Betjeman
Chapman Cohen
Philip Larkin
John Leslie Mackie
Michael Shermer
A.J. Ayer
Charles Templeton
Victor J. Stenger
Elizabeth S.  Anderson
Steven Weinberg
Ibn Warraq
A.C. Grayling
Jenny McCarthy
Annie North Bedford
Jane Werner Watson
Corinne Malvern
Victoria Kann
Elizabeth Kann
Diana Hammermeister
Olivier Coipel
Sergio Miranda
Tim Townsend
Rick Magyar
Fernando Lopes
John Dell
Scott Hanna
Gertrude Crampton
Lisa Jewell
Yōko Kamio
神尾葉子
Steven Levy
Ellis Avery
Tomoko Hayakawa
Kiyoko Arai
Miho Nishida
Amanda Hubbard
Elena Diaz
David Hahn
Jen Hatmaker
Tachibana Higuchi
Jenny Davidson
Jessica Livingston
Petra DurstBenning
Samuel Willcocks
Maggie Shipstead
Scott Pratt
Irving Shulman
Steve Krug
Lindy West
Harper Sloan
John Ortberg
Janice Y.K. Lee
Roy F. Baumeister
John Tierney
Tony Shasteen
Nei Ruffino
Leil Lowndes
Kevin Stein
David Perlmutter
Kristin Loberg
Marti Olsen Laney
Steve Pugh
Carlos Ezquerra
Tim Johnston
Victor Schrager
Anne Enright
Victoria Blake
Janet Briggs
Beth Wittlinger
Elizabeth   Hunter
Amy  Stewart
Ben Avery
Mike S. Miller
Mike Crowell
Karin Dufner
Amanda Knox
E.H. Whinfield
Richard Le Gallienne
محمدعلی فروغی
Edward FitzGerald
قاسم غنی
روشنک بحرینی
Dean R. Koontz
Melissa Müller
Rita Kimber
Robert Kimber
Ambrose Bierce
Sara Nović
Thomas  Moore
Karen Russell
Alice McDermott
Elizabeth Ross
ROFry
Trinka Hakes Noble
Natasha Solomons
J.D. Horn
Irin Carmon
Shana Knizhnik
John P. Kotter
Joanna Trollope
Deb Perelman
Elizabeth Reyes
Simon Kuper
Stefan Szymanski
Betty Friedan
عبدالله المغلوث
Meg Jay
Michael Whelan
David Colbert
Denis Leary
Rebecca Forster
Ed Emberley
Linda Lafferty
Robert Harling
David Axton
Caralyn Buehner
Mark Buehner
Luke Daniels
Geoff Colvin
George C. Perry
Clive Barda
Jane Rice
Andrew Lloyd Webber
Martin Sixsmith
Tony Parsons
Miranda BeverlyWhittemore
David A. Vise
Gerald N. Lund
Steven  Rowley
Louise Doughty
Stephanie Evanovich
Lucy Knisley
Lambert M. Surhone
Shayla Black
Sharon Guskin
Vaddey Ratner
Rolf Potts
Matthew Mather
Nujood Ali
Delphine Minoui
Linda Coverdale
David Auburn
Sonali Deraniyagala
Michael Moore
Elio M. García Jr.
Linda Antonsson
Marian Potter
John Steptoe
Molly Wizenberg
Martin E.P. Seligman
John Lawrence Peterson
Roberta Carter Clark
Barbara Siebel Thomas
Victoria Pearson
John Patrick Shanley
Wallace Tripp
Anna Maxted
Kathy  Keller
Janet Stevens
Giles Andreae
Guy ParkerRees
Mia Ikumi
Reiko Yoshida
Barbara Claypole White
Mark Powers
Ardian Syaf
M.O. Walsh
Mika Waltari
ذبیحu200cالله منصوری
Iain McIntosh
Susan Coolidge
Alice Waters
Marv Wolfman
Jerry Ordway
John Hodgman
Neil Smith
Rosalind Miles
Michael E. Porter
Marcus Samuelsson
Josh Kaufman
Jill Conner Browne
Kalayna Price
Mary Gordon
Howard Schultz
Joanne Gordon
José Mauro de Vasconcelos
قاسم صنعوی
Gloria Levine
Walter Mosley
Jane E. Ray
Tony Akins
Jimmy Palmiotti
Jay Ryan
Ramez Naam
Dorie Greenspan
Alan    Richardson
Heidi Murkoff
Sharon Mazel
Arlene Eisenberg
Sandee Hathaway
Mark D. Widome
Phillip C. McGraw
Andrew Stanton
Herman Parish
Lynn Sweat
Eric Schmidt
Jonathan Rosenberg
Amy Gentry
Wanda Gág
Larry Bird
Earvin Magic Johnson
Jackie MacMullan
Tony Hillerman
Stephen Lang
Masaru Emoto
David A. Thayne
Jason Mott
Bruno Ernst
John E. Brigham
Steve Perry
Marc Guggenheim
Alex Maleev
Americas Test Kitchen
Daniel J. Van Ackere
Phaedra Patrick
Tom Shales
James Andrew Miller
Morten T. Hansen
Mem Fox
Jane Dyer
R.S. Grey
Sara Quin
A.M. Homes
Douglas E. Richards
Phil Robertson
Mark Schlabach
Jonah Berger
Joe Navarro
Marvin Karlins
Stephen Sondheim
Hugh Wheeler
Christopher Godfrey Bond
Wednesday Martin
D. Ross Campbell
Maxwell Maltz
Lauren Henderson
Chris Manby
Jill A. Davis
Stella Duffy
Adèle Lang
Carole Matthews
Isabel Wolff
Jessica Adams
Louise Bagshawe
Emily Barr
Jenny Colgan
Lynda Curnyn
David R. Gillham
Jamie Oliver
Shoichi Aoki
Mark Sanders
Fiona Carnarvon
Bethany McLean
Peter Elkind
Addison Moore
Judith Krantz
Sandra Dallas
Eduardo Risso
Joe Hart
Rus Wooton
Anna Jean Mayhew
Alan Jay Lerner
Julia Pierpont
Rashmi Bansal
Nickolas Butler
Angela Elwell Hunt
Tim Jonke
Franklin Foer
Fernando Pessoa
Richard Zenith
Bert Dodson
Gene Ha
Andrew Pepoy
Joshua Middleton
Inaki Miranda
M.K. Perker
Jim Rugg
Joëlle Jones
David Lapham
John K. Snyder III
Barry Kitson
Len Deighton
Ottessa Moshfegh
Nicholas Ganz
Tristan Manco
Ed Young
Robert   Foster
Lucinda Riley
Jocelyne Barsse
Cynthia Brantley Johnson
Alyssa  Harad
John Van Fleet
Jesse Delperdang
Harold McGee
Edie Claire
Kim van Alkemade
Heather Burch
Elizabeth  Little
Oliver Brock
Karen Tack
Dick Riley
Pam McAllister
Bruce Cassiday
Brady Udall
Saroo Brierley
Larry Buttrose
Vikas Adam
Melissa Anelli
Jeffrey Brown
Liza Klaussmann
Claire Contreras
Elaine Pagels
Kiyohiko Azuma
あずま きよひこ
Amy Forsyth
حسن كمال
Beth Moore
Cynthia Rylant
William C. Dietz
Laurent Binet
احمد پرهیزی
Kate Andersen Brower
Lori Nelson Spielman
T.A. Barron
Carol Burnett
Larry Levin
Rose Levy Beranbaum
Vincent Lee
Dean G. Bornstein
Maida Heatter
Angela Johnson
Ramit Sethi
Ken Akamatsu
William Arntz
Betsy Chasse
Mark Vicente
Shirley Foster
Marcella Hazan
Karin Kretschmann
Leah Wilson
Mary Borsellino
Terri  Clark
Adrienne Kress
Sarah Darer Littman
Elizabeth M. Rees
Lili Wilkinson
Blythe Woolston
Maggie Nelson
Dominic Smith
Ellen Stoll Walsh
Ulrich Bischoff
Hervé Tullet
Christopher Franceschelli
Jonathan Renshaw
Gregg Andrew Hurwitz
Bella Andre
Roland Merullo
Ibraheem Abbas
إبراهيم عباس
Yasser Bahjatt
Charlie LeDuff
Mark Pearson
Bernadette RossettiShustak
Caroline Jayne Church
Jim Krueger
Doug Braithwaite
Lisa ODonnell
Anderson Cooper
Gloria Vanderbilt
Ann Cleeves
Randy Susan Meyers
Ruth Wariner
Sharon G. Flake
Lucie Whitehouse
The Waiter
Steve Dublanica
Grant Blackwood
Breena Clarke
Nancy Leigh DeMoss
Twyla Tharp
Mark Greaney
Steven Tyler
William S. BaringGould
Michael Kubiak
Christina McKenna
Randolph Hogan
Lindsay Ashford
Andy Cohen
Assata Shakur
Angela Y. Davis
Lennox S. Hinds
Paul Galdone
Peter Christen Asbjørnsen
Edward M. Kennedy
James Hilton
Robin Norwood
Paula H. Deen
Cynthia Swanson
Django Wexler
Scott Brick
Lord Byron
Peter J. Manning
Susan J. Wolfson
Nic Pizzolatto
Mac Barnett
Gene Kim
Kevin Behr
George Spafford
David Bach
Jill Leovy
Paul Torday
Alex  Ross
Ben Hatke
David Lebovitz
Sylvan Barnet
Alvin Kernan
Russell Fraser
Gayle Tzemach Lemmon
Aaron Alexovich
Rebecca Cantrell
Walter Benjamin
Michael W. Jennings
Harry Zohn
Brigid Doherty
Edmund F.N. Jephcott
Rodney Livingstone
Howard Eiland
Thomas Y. Levin
Anne Byrn
Anthony Loew
Susan Elia MacNeal
Melody Anne
Katee Robert
Pamela Rambo
Clem Robins
Diablo Cody
Steven Spielberg
Leslie Waller
Amy Waldman
Alan       Lee
Ian McKellen
Stephen              Jones
Kim Newman
Brian    Mooney
Nicholas Royle
David Langford
Michael Marshall Smith
Basil Copper
Jack Yeovil
Guy N. Smith
Adrian Cole
D.F. Lewis
David A. Sutton
Jeff Brown
Scott Nash
Macky Pamintuan
Donald Crews
Kate Clifford Larson
Garth Risk Hallberg
Eric Jerome Dickey
John Searles
Clint Hill
Lisa McCubbin
William March
Elaine Showalter
Kim Karr
Ira Wagler
Bob Grant
Carolly Erickson
Brian Kilmeade
Don Yaeger
Lettie B. Cowman
James Reimann
Caroline Binch
Rachel Bertsche
Jon Foster
François Lelord
Lorenza García
Jacqueline Sheehan
Bob Gale
Devin Grayson
Dale Eaglesham
Jeffrey D. Sachs
Bono
Robin Benway
Victoria Jamieson
Jim Fern
André Aciman
Richard Stearns
E.C. Diskin
Tad Carpenter
Don Richardson
Alfred Gough
Miles Millar
Dave McCaig
Gerry Alanguilan
Leinil Francis Yu
Martha Weston
Andrew  Peterson
Erma Bombeck
David Baggett
Shawn E. Klein
Katharine Hepburn
Neil A. Fiore
Dale Wasserman
Austin Grossman
Melanie Gideon
Donna Russo Morin
Meca Tanaka
田中メカ
Shana Norris
Elle Casey
Si Robertson
James Lincoln Collier
Christopher Collier
Derf Backderf
Jack McCallum
Stephanie Bond
Alex Marwood
Jodi Daynard
Cora Reilly
Mason Currey
Juan Gabriel Vásquez
Justin Scott
Lynley Dodd
Pattie Boyd
Penny Junor
Ann Hood
Bob Spitz
Greg Pak
Aaron Lopresti
Carlo Pagulayan
Juan Santacruz
Takeshi Miyazawa
Dean Hughes
Steve Lieber
Jesse Hamm
Annie Wu
Barbara Ann Brennan
Jos. A. Smith
Stacy King
Crystal S. Chan
SunNeko Lee
Melissa Senate
Richard   Phillips
Alafair Burke
Glen Duncan
Ruth Krauss
Josh Hamilton
S.H. Kolee
Cynthia Bond
Mélanie Watt
Nevada Barr
Scott Anderson
Peter Norberg
Jacqueline Briggs Martin
Mary Azarian
Keith Akin
Peter Telep
Kate Hamer
Marcia Clark
Jessi Klein
Jane Shemilt
Darwyn Cooke
Christian Rudder
Alex Lake
Andrea Kettenmann
Kiyo Fujiwara
Michael D. Watkins
AnnaLisa Grant
The Harvard Lampoon
Leslie Jamison
Sanja Bošnjak
Julia Claiborne Johnson
Cathy Hopkins
Roger Lea MacBride
David Gilleece
Héctor Tobar
Robert Coles
George Ford
Patty Lovell
David Catrow
Jim Loehr
Jeff Lemire
Carlos M. Mangual
Adi Granov
D.J. Molles
Laura  McBride
Amanda     Berry
Gina DeJesus
Mary Jordan
Kevin Sullivan
Elisabeth Egan
Loek Koopmans
Charles Perrault
Eiichiro Oda
Masako Inoue
Angela Flournoy
Ted Andrews
Winston Allen
Margaret K. Andrews
Mo Hayder
Mark    Adams
Perry    Moore
Andrew Adamson
Judith Kerr
Laura  Barnett
Charlie Lovett
Karen Harper
Angela Duckworth
Edward Hermann
Alex Gino
Ellen Levine
Kadir Nelson
Jana Deleon
Barthe DeClements
Nicci French
Tedd Arnold
Alexandra Horowitz
Maria Augusta von Trapp
Giulia Enders
Jill Enders
Steve Pieczenik
John Keegan
